gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
LOLTMNT06_12701,complete,,LEC,2024,Winter,0,2024-01-13 17:06:48,1,14.01,9,Red,bot,Exakick,oe:player:421e0bf2299dd900add6d3e99e69c5d,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,Jhin,LeBlanc,Rumble,Caitlyn,Renata Glasc,Rell,2080,1,5,1,5,16,4,2,0,0,0,0,0,0,0,0.4615,0.5769,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,11835,341.3942,0.173323,230.8269,148.0096,23,0.6635,9,0.2596,10,43,1.2404,15014,10495,302.7404,0.227297,13800,,314,312,2,,,9.0577,3182,3421,85,3394,3899,94,-212,-478,-9,0,0,0,0,0,0,4972,6283,142,5611,7158,155,-639,-875,-13,0,0,0,1,0,0
LOLTMNT06_12701,complete,,LEC,2024,Winter,0,2024-01-13 17:06:48,1,14.01,10,Red,sup,Doss,oe:player:f2264caa34a27d8f01634f39f307c85,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,Bard,LeBlanc,Rumble,Caitlyn,Renata Glasc,Rell,2080,1,1,0,14,16,4,0,0,0,0,1,0,1,0,0.4615,0.5769,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,7986,230.3654,0.116954,313.6731,343.4712,89,2.5673,23,0.6635,14,152,4.3846,9076,4557,131.4519,0.0986962,7850,,31,31,0,,,0.8942,2365,2554,12,2087,2157,10,278,397,2,0,2,0,0,0,0,3550,3267,14,3320,3124,16,230,143,-2,0,3,0,0,1,0
LOLTMNT06_12701,complete,,LEC,2024,Winter,0,2024-01-13 17:06:48,1,14.01,100,Blue,team,,,Rogue,oe:team:cd62e47544f14f1d239afa659b9d243,,Jax,Nocturne,Kalista,Jayce,Renekton,2080,0,4,16,13,4,16,0,0,0,0,0,,,,0.1154,0.5769,1,2,3,2,3,0,0,0,1,0,1,,0,0,0,0,1,0,0,2,1,3,9,0,0,3,1,0,1,58731,1694.1635,,2783.4808,2783.2500,134,3.8654,56,1.6154,18,262,7.5577,55881,33287,960.2019,,52750,-0.13233,,948,202,,,33.1731,14859,18839,335,15742,19317,330,-883,-478,5,0,0,2,2,4,0,23576,30345,539,23907,29953,511,-331,392,28,1,3,3,3,6,1
LOLTMNT06_12701,complete,,LEC,2024,Winter,0,2024-01-13 17:06:48,1,14.01,200,Red,team,,,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,,LeBlanc,Rumble,Caitlyn,Renata Glasc,Rell,2080,1,16,4,43,16,4,4,1,0,0,1,,,,0.4615,0.5769,0,3,2,3,2,0,3,0,0,0,0,,0,0,1,1,0,1,2,0,0,9,3,1,1,1,3,1,0,68283,1969.7019,,2835.6058,2871.0577,159,4.5865,73,2.1058,53,342,9.8654,68768,46174,1331.9423,,60225,0.13233,,969,275,,,35.8846,15742,19317,330,14859,18839,335,883,478,-5,2,4,0,0,0,2,23907,29953,511,23576,30345,539,331,-392,-28,3,6,1,1,3,3
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,1,Blue,top,Cabochard,oe:player:010c1b0d37c2b7459b215dae7ffeeac,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,Gragas,Varus,Poppy,Ashe,Vi,Aatrox,2370,0,0,4,4,9,20,0,0,0,0,0,0,0,0,0.2278,0.7342,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,18820,476.4557,0.175212,596.2532,755.7468,14,0.3544,5,0.1266,6,38,0.9620,12705,7595,192.2785,0.186074,12250,,287,259,28,,,7.2658,3113,4966,78,3184,4673,84,-71,293,-6,0,0,0,0,0,0,4897,8233,135,5072,7632,142,-175,601,-7,0,0,0,0,0,0
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,2,Blue,jng,Bo,oe:player:b0d8913d4dfb85c2325c0773ff52ae9,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,Jax,Varus,Poppy,Ashe,Vi,Aatrox,2370,0,3,7,1,9,20,0,0,0,0,0,0,0,1,0.2278,0.7342,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,0,1,12702,321.5696,0.118254,1191.1139,1259.4937,22,0.5570,21,0.5316,12,76,1.9241,12606,7496,189.7722,0.183648,12633,,238,45,193,,,6.0253,2966,3165,64,3549,3430,67,-583,-265,-3,0,0,1,1,0,0,4933,5696,108,5160,4890,95,-227,806,13,1,0,1,2,0,1
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,3,Blue,mid,SAKEN,oe:player:1d43b8dc600eba61cd7dd2cd8d6baf6,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,Azir,Varus,Poppy,Ashe,Vi,Aatrox,2370,0,3,2,4,9,20,0,0,0,0,0,0,0,0,0.2278,0.7342,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,36605,926.7089,0.340787,532.0506,453.1392,18,0.4557,12,0.3038,4,49,1.2405,16297,11187,283.2152,0.274081,16620,,352,320,32,,,8.9114,3261,4781,89,3475,4849,87,-214,-68,2,0,0,0,0,1,0,4982,7029,132,5373,7808,145,-391,-779,-13,0,1,0,0,1,0
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,4,Blue,bot,Upset,oe:player:fe4329cec43193c425eb28a4a4b304a,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,Lucian,Varus,Poppy,Ashe,Vi,Aatrox,2370,0,2,2,3,9,20,0,0,0,0,0,0,0,0,0.2278,0.7342,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,28836,730.0253,0.268459,429.9494,281.8228,18,0.4557,11,0.2785,2,39,0.9873,15862,10752,272.2025,0.263423,14650,,373,368,5,,,9.4430,3570,3198,95,3092,3019,77,478,179,18,0,0,0,0,0,0,5287,5186,140,4945,4937,128,342,249,12,0,1,0,0,1,0
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,5,Blue,sup,Targamas,oe:player:eaf899c6268995f9b1e40d1932c6888,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,Nami,Varus,Poppy,Ashe,Vi,Aatrox,2370,0,1,5,4,9,20,0,0,0,0,0,0,0,0,0.2278,0.7342,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,10450,264.5570,0.097288,460.3291,222.3797,69,1.7468,9,0.2278,16,118,2.9873,8897,3787,95.8734,0.0927747,8000,,32,32,0,,,0.8101,2364,2828,16,2366,2864,8,-2,-36,8,0,0,0,0,0,0,3420,3901,22,3430,4480,13,-10,-579,9,0,1,1,0,1,0
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,6,Red,top,Oscarinin,oe:player:be9758f87345bcce47970a8f17b3c07,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,K'Sante,Rumble,Nocturne,Kalista,Graves,Lee Sin,2370,1,7,0,8,20,9,2,0,0,0,0,0,0,0,0.5063,0.7342,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,15944,403.6456,0.169814,744.6582,2134.8861,17,0.4304,8,0.2025,6,49,1.2405,17541,12431,314.7089,0.240149,17850,,342,334,8,,,8.6582,3184,4673,84,3113,4966,78,71,-293,6,0,0,0,0,0,0,5072,7632,142,4897,8233,135,175,-601,7,0,0,0,0,0,0
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,7,Red,jng,Razork,oe:player:390ca7b6b38d552363eba1b5b54ff18,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,Xin Zhao,Rumble,Nocturne,Kalista,Graves,Lee Sin,2370,1,5,3,11,20,9,0,0,0,0,1,1,0,0,0.5063,0.7342,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,1,0,18826,476.6076,0.200509,1387.6962,2033.8481,7,0.1772,13,0.3291,6,54,1.3671,15930,10820,273.9241,0.209026,14450,,291,51,240,,,7.3671,3549,3430,67,2966,3165,64,583,265,3,1,0,0,0,0,1,5160,4890,95,4933,5696,108,227,-806,-13,2,0,1,1,0,1
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,8,Red,mid,Humanoid,oe:player:edf8b064c096691e539b7e2a3e28179,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,Akali,Rumble,Nocturne,Kalista,Graves,Lee Sin,2370,1,3,3,6,20,9,0,0,0,0,1,0,1,0,0.5063,0.7342,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,26874,680.3544,0.286226,767.4177,614.3797,30,0.7595,18,0.4557,5,73,1.8481,16201,11091,280.7848,0.214261,14975,,327,323,4,,,8.2785,3475,4849,87,3261,4781,89,214,68,-2,0,1,0,0,0,0,5373,7808,145,4982,7029,132,391,779,13,0,1,0,0,1,0
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,9,Red,bot,Noah,oe:player:95d286ec0a5d750d09e848a4e630c56,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,Aphelios,Rumble,Nocturne,Kalista,Graves,Lee Sin,2370,1,4,2,8,20,9,1,0,0,0,0,0,0,0,0.5063,0.7342,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,25509,645.7975,0.271687,406.8354,591.1139,13,0.3291,16,0.4051,4,50,1.2658,17149,12039,304.7848,0.232576,14850,,355,328,27,,,8.9873,3092,3019,77,3570,3198,95,-478,-179,-18,0,0,0,0,0,0,4945,4937,128,5287,5186,140,-342,-249,-12,0,1,0,0,1,0
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,10,Red,sup,Jun,oe:player:054e5f8aeb885db6713f4a3e7328efc,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,Milio,Rumble,Nocturne,Kalista,Graves,Lee Sin,2370,1,1,1,16,20,9,0,0,0,0,0,0,0,0,0.5063,0.7342,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,6738,170.5823,0.0717641,359.9747,224.0506,67,1.6962,11,0.2785,15,126,3.1899,10493,5383,136.2785,0.103987,9000,,25,25,0,,,0.6329,2366,2864,8,2364,2828,16,2,36,-8,0,0,0,0,0,0,3430,4480,13,3420,3901,22,10,579,-9,0,1,0,0,1,1
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,100,Blue,team,,,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,,Varus,Poppy,Ashe,Vi,Aatrox,2370,0,9,20,16,9,20,0,0,0,0,0,,,,0.2278,0.7342,1,2,4,2,4,1,1,0,0,0,0,,0,0,0,0,1,1,1,2,1,4,9,1,1,3,0,0,1,107413,2719.3165,,3209.6962,2972.5823,141,3.5696,58,1.4684,40,320,8.1013,66367,40815,1033.2911,,64153,-0.103077,,1024,258,,,32.4557,15274,18938,342,15666,18835,323,-392,103,19,0,0,1,1,1,0,23519,30045,537,23980,29747,523,-461,298,14,1,3,2,2,3,1
LOLTMNT06_13667,complete,,LEC,2024,Winter,0,2024-01-13 18:15:52,1,14.01,200,Red,team,,,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,,Rumble,Nocturne,Kalista,Graves,Lee Sin,2370,1,20,9,49,20,9,3,0,0,0,1,,,,0.5063,0.7342,0,4,2,4,2,0,0,0,0,4,0,,0,0,1,1,0,0,2,1,0,9,4,0,0,0,3,1,0,93891,2376.9873,,3666.5823,5598.2785,134,3.3924,66,1.6709,36,352,8.9114,77314,51762,1310.4304,,71125,0.103077,,1061,279,,,33.9241,15666,18835,323,15274,18938,342,392,-103,-19,1,1,0,0,0,1,23980,29747,523,23519,30045,537,461,-298,-14,2,3,1,1,3,2
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,1,Blue,top,Photon,oe:player:fd22b656b23ca07a276181a4953ba2c,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,Jax,Ashe,Lucian,Poppy,K'Sante,Renekton,1964,0,6,3,9,18,24,1,0,0,0,0,0,0,0,0.5499,1.2831,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,35652,1089.1650,0.367425,953.8900,1016.5784,12,0.3666,6,0.1833,4,32,0.9776,15274,10992,335.8045,0.269294,14358,,297,267,30,,,9.0733,2975,4604,70,3271,4713,79,-296,-109,-9,0,0,0,0,0,0,5053,7414,116,5091,7658,135,-38,-244,-19,1,2,1,0,0,0
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,2,Blue,jng,Daglas,oe:player:b49867477e266c5da8e995074e18f80,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,Rell,Ashe,Lucian,Poppy,K'Sante,Renekton,1964,0,0,6,13,18,24,0,0,0,0,0,0,0,1,0.5499,1.2831,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,7095,216.7515,0.0731202,719.5723,1375.7536,12,0.3666,8,0.2444,12,45,1.3747,9623,5341,163.1670,0.130848,9250,,168,15,153,,,5.1324,3279,3609,75,3945,3902,81,-666,-293,-6,0,0,2,2,0,0,4820,5774,109,5397,5757,109,-577,17,0,0,1,2,2,3,1
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,3,Blue,mid,Vetheo,oe:player:5eb466e63c91a4ccf328f21715e51ae,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,Azir,Ashe,Lucian,Poppy,K'Sante,Renekton,1964,0,3,3,7,18,24,1,0,0,0,0,0,0,0,0.5499,1.2831,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,16870,515.3768,0.17386,474.9898,358.9308,14,0.4277,9,0.2749,4,54,1.6497,13774,9492,289.9796,0.232545,13250,,304,298,6,,,9.2872,3166,4680,83,3290,4900,87,-124,-220,-4,0,0,0,0,1,0,5481,8131,147,5179,7179,131,302,952,16,0,1,0,1,2,1
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,4,Blue,bot,Carzzy,oe:player:ec0c2b8d7630efba391c288765d4d7e,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,Kalista,Ashe,Lucian,Poppy,K'Sante,Renekton,1964,0,5,6,9,18,24,0,0,0,0,0,0,0,0,0.5499,1.2831,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,1,30007,916.7108,0.309249,629.2974,442.2403,13,0.3971,13,0.3971,5,46,1.4053,14108,9826,300.1833,0.240728,12875,,266,246,20,,,8.1263,3486,2758,84,4088,3133,64,-602,-375,20,0,1,2,2,3,1,5766,4694,127,7052,5352,106,-1286,-658,21,1,2,3,4,4,2
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,5,Blue,sup,Hylissang,oe:player:3c784fdd6a025028ad063525c14027a,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,Renata Glasc,Ashe,Lucian,Poppy,K'Sante,Renekton,1964,0,4,6,12,18,24,0,0,0,0,0,0,0,0,0.5499,1.2831,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,7408,226.3136,0.076346,494.1446,418.7169,50,1.5275,18,0.5499,16,116,3.5438,9449,5167,157.8513,0.126585,8650,,36,36,0,,,1.0998,2796,2569,11,3182,2958,12,-386,-389,-1,1,0,2,2,3,0,4398,3678,21,4534,4640,21,-136,-962,0,2,1,3,2,6,0
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,6,Red,top,Odoamne,oe:player:2b819506567c258f6fffdd4ec78ca0c,GIANTX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,Aatrox,LeBlanc,Nocturne,Rumble,Akali,Orianna,1964,1,4,2,6,24,18,1,0,0,0,0,0,0,0,0.7332,1.2831,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,20459,625.0204,0.235697,1286.5784,1135.9369,14,0.4277,3,0.0916,6,20,0.6110,13363,9081,277.4236,0.199701,12350,,265,242,23,,,8.0957,3271,4713,79,2975,4604,70,296,109,9,0,0,0,0,0,0,5091,7658,135,5053,7414,116,38,244,19,0,0,0,1,2,1
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,7,Red,jng,Peach,oe:player:53841c6e42a6ce77b6f3b80133c9342,GIANTX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,Xin Zhao,LeBlanc,Nocturne,Rumble,Akali,Orianna,1964,1,2,4,11,24,18,0,0,0,0,0,0,0,0,0.7332,1.2831,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,10163,310.4786,0.117083,1241.0285,833.0041,10,0.3055,19,0.5804,9,67,2.0468,11786,7504,229.2464,0.16502,10350,,215,42,173,,,6.5682,3945,3902,81,3279,3609,75,666,293,6,2,0,0,0,0,2,5397,5757,109,4820,5774,109,577,-17,0,2,3,1,0,1,2
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,8,Red,mid,Jackies,oe:player:204746c853a12888ad72d8035cdf8c7,GIANTX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,Neeko,LeBlanc,Nocturne,Rumble,Akali,Orianna,1964,1,5,5,10,24,18,1,0,0,0,0,0,0,0,0.7332,1.2831,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,19535,596.7923,0.225052,524.8167,292.1792,8,0.2444,4,0.1222,5,25,0.7637,13207,8925,272.6578,0.19627,11925,,255,255,0,,,7.7902,3290,4900,87,3166,4680,83,124,220,4,0,1,0,0,0,0,5179,7179,131,5481,8131,147,-302,-952,-16,1,2,1,0,1,0
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,9,Red,bot,Patrik,oe:player:1dad889ff236635dc1e03d02312e79c,GIANTX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,Draven,LeBlanc,Nocturne,Rumble,Akali,Orianna,1964,1,11,4,10,24,18,1,1,0,0,1,1,0,0,0.7332,1.2831,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,1,29165,890.9878,0.335995,654.7454,374.5112,16,0.4888,10,0.3055,4,41,1.2525,19615,15333,468.4216,0.337192,17883,,272,258,14,,,8.3096,4088,3133,64,3486,2758,84,602,375,-20,2,3,1,0,1,2,7052,5352,106,5766,4694,127,1286,658,-21,4,4,2,1,2,3
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,10,Red,sup,IgNar,oe:player:e22cffb92554f5dde312609feccc6f8,GIANTX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,Blitzcrank,LeBlanc,Nocturne,Rumble,Akali,Orianna,1964,1,2,3,12,24,18,0,0,0,0,1,0,1,0,0.7332,1.2831,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,7480,228.5132,0.0861731,541.6802,590.1324,69,2.1079,10,0.3055,24,118,3.6049,8912,4630,141.4460,0.101817,8210,,26,26,0,,,0.7943,3182,2958,12,2796,2569,11,386,389,1,2,3,0,1,0,2,4534,4640,21,4398,3678,21,136,962,0,2,6,0,2,1,3
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,100,Blue,team,,,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,,Ashe,Lucian,Poppy,K'Sante,Renekton,1964,0,18,24,50,18,24,2,0,0,0,0,,,,0.5499,1.2831,0,1,3,1,3,1,0,0,0,0,0,,0,0,0,0,1,0,0,1,1,7,7,1,1,4,4,1,1,97032,2964.3177,,3271.8941,3612.2200,101,3.0855,54,1.6497,41,293,8.9511,62228,40817,1246.9552,,58383,-0.0392104,,862,209,,,32.7189,15702,18220,323,17776,19606,323,-2074,-1386,0,1,1,6,6,7,1,25518,29691,520,27253,30586,502,-1735,-895,18,4,7,9,9,15,4
LOLTMNT06_12743,complete,,LEC,2024,Winter,0,2024-01-13 19:24:48,1,14.01,200,Red,team,,,GIANTX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,,LeBlanc,Nocturne,Rumble,Akali,Orianna,1964,1,24,18,49,24,18,3,1,0,0,1,,,,0.7332,1.2831,1,3,1,3,1,1,0,1,1,0,0,,0,0,1,1,0,1,1,0,0,7,7,0,0,4,4,1,1,86802,2651.7923,,4248.8493,3225.7637,117,3.5743,46,1.4053,48,271,8.2790,66883,45472,1389.1650,,60718,0.0392104,,823,210,,,31.5580,17776,19606,323,15702,18220,323,2074,1386,0,6,7,1,1,1,6,27253,30586,502,25518,29691,520,1735,895,-18,9,15,4,4,7,9
LOLTMNT06_13695,complete,,LEC,2024,Winter,0,2024-01-13 20:28:03,1,14.01,1,Blue,top,Myrwn,oe:player:ede24d5e0911d7a4f6ec514a67802ff,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,Gwen,Neeko,Tristana,Milio,Poppy,Jax,1657,1,3,1,3,17,1,1,1,0,0,0,0,0,0,0.6156,0.6518,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,2,0,14291,517.4774,0.249913,483.4400,413.0115,10,0.3621,3,0.1086,1,22,0.7966,13325,9669,350.1147,0.236324,11775,,245,225,20,,,8.8715,3226,4774,77,3501,5174,95,-275,-400,-18,0,0,0,0,0,0,4848,7183,117,5463,8345,146,-615,-1162,-29,0,0,1,0,1,0
LOLTMNT06_13695,complete,,LEC,2024,Winter,0,2024-01-13 20:28:03,1,14.01,2,Blue,jng,Elyoya,oe:player:8a8f18e4b7d0f30c19c5fb99a526951,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,Xin Zhao,Neeko,Tristana,Milio,Poppy,Jax,1657,1,6,0,7,17,1,0,0,0,0,1,1,0,0,0.6156,0.6518,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,1,0,10341,374.4478,0.180837,854.0495,615.3893,6,0.2173,11,0.3983,5,36,1.3036,11948,8292,300.2535,0.202669,10875,,183,21,162,,,6.6264,3991,3326,63,2992,3143,64,999,183,-1,2,3,0,0,0,1,5909,5573,101,4703,5426,95,1206,147,6,3,4,0,1,0,1
LOLTMNT06_13695,complete,,LEC,2024,Winter,0,2024-01-13 20:28:03,1,14.01,3,Blue,mid,Fresskowy,oe:player:cda093b28f577696b82604fb20037ad,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,LeBlanc,Neeko,Tristana,Milio,Poppy,Jax,1657,1,5,0,6,17,1,0,0,0,0,1,0,1,0,0.6156,0.6518,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,21786,788.8715,0.380981,481.3760,250.3199,12,0.4345,8,0.2897,3,32,1.1587,13338,9682,350.5854,0.236642,11308,,280,280,0,,,10.1388,4211,4845,94,3304,4575,89,907,270,5,2,1,0,0,0,2,6777,7919,155,4957,6894,137,1820,1025,18,3,2,0,0,0,3
LOLTMNT06_13695,complete,,LEC,2024,Winter,0,2024-01-13 20:28:03,1,14.01,4,Blue,bot,Supa,oe:player:1223a0ed2bfab9b714c72d965df8133,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,Aphelios,Neeko,Tristana,Milio,Poppy,Jax,1657,1,2,0,6,17,1,0,0,0,0,0,0,0,0,0.6156,0.6518,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,7505,271.7562,0.131243,114.8582,241.2311,12,0.4345,7,0.2535,2,31,1.1225,11653,7997,289.5715,0.195459,10275,,243,215,28,,,8.7990,3552,3307,84,3000,2967,74,552,340,10,1,2,0,0,0,1,5672,5672,133,4818,4875,128,854,797,5,1,2,0,0,0,1
LOLTMNT06_13695,complete,,LEC,2024,Winter,0,2024-01-13 20:28:03,1,14.01,5,Blue,sup,Alvaro,oe:player:f5bf9bd732b85e4dcab5121e4769ae4,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,Renata Glasc,Neeko,Tristana,Milio,Poppy,Jax,1657,1,1,0,15,17,1,0,0,0,0,1,0,1,0,0.6156,0.6518,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,3261,118.0809,0.0570264,91.0682,128.5818,41,1.4846,9,0.3259,12,82,2.9692,8930,5274,190.9716,0.128906,7750,,24,24,0,,,0.8690,2680,2504,11,2395,2461,22,285,43,-11,0,5,0,0,0,1,4301,3674,16,3475,3956,32,826,-282,-16,0,7,0,0,0,2
LOLTMNT06_13695,complete,,LEC,2024,Winter,0,2024-01-13 20:28:03,1,14.01,6,Red,top,Wunder,oe:player:d11068c782573b34be81beb5a4eeb12,Team Heretics,oe:team:1285e1c04d54de96502f12da4d49458,Gragas,Ashe,Caitlyn,Kalista,Nautilus,Rumble,1657,0,0,2,1,1,17,0,0,0,0,0,0,0,0,0.0362,0.6518,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,2,8596,311.2613,0.303445,590.8751,424.9608,10,0.3621,2,0.0724,1,18,0.6518,9279,5623,203.6089,0.238818,9175,,251,251,0,,,9.0887,3501,5174,95,3226,4774,77,275,400,18,0,0,0,0,0,0,5463,8345,146,4848,7183,117,615,1162,29,0,1,0,0,0,1
LOLTMNT06_13695,complete,,LEC,2024,Winter,0,2024-01-13 20:28:03,1,14.01,7,Red,jng,Jankos,oe:player:a2f6e754fc2b358f7786f52decb4274,Team Heretics,oe:team:1285e1c04d54de96502f12da4d49458,Vi,Ashe,Caitlyn,Kalista,Nautilus,Rumble,1657,0,1,4,0,1,17,0,0,0,0,0,0,0,0,0.0362,0.6518,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,1,2916,105.5884,0.102937,605.6488,766.3488,6,0.2173,10,0.3621,2,32,1.1587,7336,3680,133.2529,0.156298,7150,,127,17,110,,,4.5987,2992,3143,64,3991,3326,63,-999,-183,1,0,0,1,2,3,0,4703,5426,95,5909,5573,101,-1206,-147,-6,1,0,1,3,4,0
